Student_ID,Gender,Age,Course,GPA,Stress_Level,Time_Management_Score,Sleep_Hours,Exercise_Frequency,Mentorship_Access,EI_Score,AI_Awareness_Level,Social_Media_Hours,Part_Time_Job,Study_Technique_Effectiveness,Simulated_Response,Sentiment,HERA_Recommendation
S0247,Other,23,BCA,8.52,3,3,5.6,Never,Yes,62.48,High,2.7,No,1,"Sometimes I manage well, but I do feel pressure during exams. I have a balanced approach but get stressed occasionally.",Neutral,Time Management Technique
S0248,Other,21,MCA,6.51,2,2,4.9,Daily,Yes,93.89,Moderate,5.6,No,1,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0249,Female,23,BCA,7.51,2,3,7.7,Few times a week,Yes,90.66,Low,5.5,Yes,1,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0250,Other,24,B.Tech IT,6.83,4,4,6.5,Daily,No,97.89,Moderate,2.5,No,2,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0251,Other,18,B.Tech IT,8.23,2,3,7.7,Rarely,No,94.19,Low,2.9,No,2,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0252,Other,18,BCA,8.16,2,2,8.1,Daily,Yes,96.67,High,3,Yes,3,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0253,Other,24,B.Tech IT,8.18,3,4,6.6,Few times a week,No,92.94,Low,3,No,1,I feel confident in managing my academics and emotions. I have a balanced approach but get stressed occasionally.,Positive,Motivational Boost + Peer Collaboration
S0254,Male,23,MCA,5.27,4,1,5.2,Never,Yes,84.67,Low,1.6,Yes,3,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0255,Male,24,B.Tech CSE,7.21,2,2,6.3,Never,Yes,58.51,Low,1.4,Yes,1,I feel overwhelmed and stressed about my studies. I handle academic pressure quite well.,Neutral,Time Management Technique
S0256,Other,20,MCA,7.76,2,5,5.8,Rarely,Yes,63.59,Low,4.9,No,2,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0257,Female,24,MCA,7.38,4,2,4.5,Rarely,Yes,60.64,Low,4.6,Yes,4,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0258,Male,22,B.Tech IT,7.64,5,4,6,Rarely,No,80.18,Moderate,4.6,No,4,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0259,Other,24,B.Tech CSE,7.06,4,2,6.4,Never,No,75.18,Low,2.9,No,4,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0260,Male,18,B.Tech IT,6.26,3,1,5.9,Rarely,No,93.35,Low,5.8,No,4,I feel confident in managing my academics and emotions. I have a balanced approach but get stressed occasionally.,Positive,Motivational Boost + Peer Collaboration
S0261,Male,22,B.Tech AI,5.3,5,1,5.7,Daily,Yes,97.63,High,3,No,5,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0262,Female,18,B.Tech IT,6.35,1,5,5.2,Never,No,70.24,Low,4.3,Yes,1,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0263,Other,19,B.Tech IT,9.68,4,3,6.7,Few times a week,Yes,75.32,High,0.9,No,4,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0264,Other,21,B.Tech IT,6.51,3,4,8.4,Never,Yes,98.58,Moderate,2.7,No,5,I feel confident in managing my academics and emotions. I have a balanced approach but get stressed occasionally.,Positive,Motivational Boost + Peer Collaboration
S0265,Female,18,B.Tech CSE,5.04,5,4,7.8,Daily,Yes,63.81,Moderate,2.8,No,5,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0266,Female,22,B.Tech IT,7.73,4,3,7.2,Daily,Yes,89.62,Low,2.9,Yes,5,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0267,Other,19,B.Tech CSE,7.86,2,1,7.2,Rarely,Yes,61.26,Moderate,1,Yes,3,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0268,Other,18,BCA,8.29,4,1,6.4,Never,Yes,84.07,Low,4.1,No,3,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0269,Female,20,B.Tech AI,7.47,1,2,4.7,Never,No,62.68,Moderate,4.5,Yes,5,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0270,Male,24,B.Tech CSE,7.85,4,5,6.1,Never,No,94.19,Low,1.9,Yes,4,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0271,Male,21,BCA,8.84,5,5,5.5,Few times a week,No,78.07,Low,1.3,No,1,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0272,Female,18,B.Tech CSE,6.25,5,5,6.7,Rarely,No,59.3,High,1.8,No,2,I feel overwhelmed and stressed about my studies. Deadlines and exams make me anxious.,Negative,Relaxation Exercise + Talk to Mentor
S0273,Male,19,B.Tech CSE,6.06,4,2,7.7,Daily,Yes,61.22,High,3.7,No,3,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0274,Female,20,B.Tech AI,5.91,5,5,8.5,Daily,Yes,74.69,High,2.1,No,4,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0275,Male,23,MCA,6.73,2,3,6.6,Rarely,No,98.08,High,2.8,No,4,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0276,Male,19,MCA,8.43,4,2,4.8,Daily,No,88.48,Low,1.4,Yes,2,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0277,Other,24,B.Tech CSE,7.53,2,3,6.6,Daily,No,74.42,Moderate,6,No,2,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0278,Other,19,B.Tech IT,7.49,2,2,6.6,Rarely,No,66.89,Low,3.1,No,4,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0279,Male,20,BCA,5.18,3,5,7.2,Daily,No,77.46,High,4.7,No,2,"Sometimes I manage well, but I do feel pressure during exams. I have a balanced approach but get stressed occasionally.",Neutral,Time Management Technique
S0280,Male,19,B.Tech IT,6.31,4,3,6.5,Never,No,87.42,High,3.7,No,4,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0281,Other,20,B.Tech IT,5.16,5,3,6.6,Few times a week,No,89.2,Moderate,2.9,No,2,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0282,Other,18,B.Tech CSE,8.17,2,3,5.9,Rarely,No,66.23,High,2.9,Yes,2,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0283,Other,20,B.Tech CSE,8.59,3,2,6.2,Few times a week,Yes,86.06,Low,1.9,No,4,I feel confident in managing my academics and emotions. I have a balanced approach but get stressed occasionally.,Positive,Motivational Boost + Peer Collaboration
S0284,Female,20,B.Tech CSE,7.78,4,4,7,Daily,Yes,82.89,Low,2.3,Yes,5,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0285,Male,21,B.Tech CSE,6.01,4,5,4.5,Daily,Yes,97.96,Low,1.5,No,4,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0286,Other,20,MCA,8.48,1,3,6.2,Never,Yes,96.55,Low,1.3,No,1,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0287,Male,20,B.Tech CSE,6.75,1,4,7.2,Rarely,No,89.47,Low,6.1,No,2,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0288,Female,23,MCA,5.79,2,5,8.1,Daily,Yes,86.17,Moderate,3.4,Yes,3,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0289,Female,18,MCA,6.04,1,5,6.1,Rarely,No,63.7,Low,5.2,No,2,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0290,Other,24,B.Tech CSE,6.57,2,3,7.7,Rarely,Yes,92.3,High,1.8,No,1,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0291,Female,21,B.Tech AI,7.05,5,3,8.2,Rarely,No,71.38,High,1.1,No,3,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0292,Male,23,BCA,6.84,2,2,6.1,Rarely,No,63.61,High,1.5,No,3,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0293,Other,22,B.Tech IT,5.59,1,4,5.9,Rarely,Yes,69.21,High,2.4,No,4,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0294,Male,18,MCA,8.21,5,4,6.3,Few times a week,Yes,91.8,Moderate,3.1,No,5,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0295,Male,18,BCA,6.85,1,3,6.4,Never,No,57.43,High,2.8,No,4,I feel overwhelmed and stressed about my studies. I handle academic pressure quite well.,Neutral,Time Management Technique
S0296,Female,22,B.Tech AI,6.29,2,5,7.6,Rarely,No,72.81,Moderate,1.8,Yes,3,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0297,Female,24,B.Tech IT,8.11,3,3,5.7,Few times a week,No,74.62,High,3.1,No,3,"Sometimes I manage well, but I do feel pressure during exams. I have a balanced approach but get stressed occasionally.",Neutral,Time Management Technique
S0298,Female,20,B.Tech IT,5.82,4,5,8,Daily,Yes,51.83,Moderate,3.3,No,5,I feel overwhelmed and stressed about my studies. Deadlines and exams make me anxious.,Negative,Relaxation Exercise + Talk to Mentor
S0299,Female,23,MCA,5.37,1,5,5.7,Rarely,Yes,59.79,Moderate,4.1,No,2,I feel overwhelmed and stressed about my studies. I handle academic pressure quite well.,Neutral,Time Management Technique
S0300,Female,19,B.Tech CSE,8.27,2,3,5.2,Daily,No,91.34,Moderate,5.2,Yes,5,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0301,Other,21,B.Tech AI,8.89,5,1,7,Rarely,Yes,91.54,High,2.5,Yes,4,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0302,Male,19,MCA,6.54,1,4,7.7,Few times a week,No,64.62,Moderate,4.8,No,2,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0303,Male,22,B.Tech AI,6.95,1,5,6.7,Few times a week,Yes,93.74,Low,3.1,Yes,4,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0304,Male,18,B.Tech CSE,5.85,4,5,6.9,Few times a week,Yes,88.59,Low,0.7,No,5,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0305,Male,24,B.Tech CSE,7.01,2,1,8.5,Never,Yes,70.9,High,5.7,No,2,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0306,Female,18,MCA,6.52,3,2,7.7,Daily,Yes,87.42,Low,6.4,Yes,5,I feel confident in managing my academics and emotions. I have a balanced approach but get stressed occasionally.,Positive,Motivational Boost + Peer Collaboration
S0307,Male,21,B.Tech CSE,6.9,5,1,6.5,Never,Yes,98.07,Low,3.9,No,1,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0308,Other,18,BCA,7.41,2,1,6.1,Rarely,No,72.95,Low,3.1,Yes,3,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0309,Other,18,B.Tech IT,5.9,5,5,7.6,Daily,No,61.92,High,2.6,Yes,2,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0310,Male,21,MCA,6.64,1,4,7.3,Few times a week,Yes,97.09,High,2.3,Yes,3,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0311,Male,23,B.Tech AI,5.2,4,1,6.9,Daily,No,80.19,Low,4.8,No,1,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0312,Other,23,BCA,6.65,4,2,6.2,Few times a week,No,55.26,High,3,No,2,I feel overwhelmed and stressed about my studies. Deadlines and exams make me anxious.,Negative,Relaxation Exercise + Talk to Mentor
S0313,Other,21,MCA,6.91,3,3,6.4,Never,Yes,78.63,Moderate,5.5,No,3,"Sometimes I manage well, but I do feel pressure during exams. I have a balanced approach but get stressed occasionally.",Neutral,Time Management Technique
S0314,Female,24,B.Tech CSE,7.23,4,1,6.4,Never,No,75.03,Low,3.1,No,3,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0315,Other,22,B.Tech CSE,7.24,1,1,6.2,Few times a week,Yes,92.78,High,2.4,No,2,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0316,Female,18,B.Tech CSE,7.9,3,2,5.9,Few times a week,No,76.53,High,2.1,No,3,"Sometimes I manage well, but I do feel pressure during exams. I have a balanced approach but get stressed occasionally.",Neutral,Time Management Technique
S0317,Female,24,B.Tech CSE,5.46,2,4,6.8,Rarely,No,62.76,Low,1.9,No,3,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0318,Female,18,B.Tech AI,5.51,4,1,5.9,Never,No,83.78,High,3.8,Yes,2,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0319,Female,22,BCA,7.53,3,1,6.7,Never,No,77.13,Low,1.1,No,3,"Sometimes I manage well, but I do feel pressure during exams. I have a balanced approach but get stressed occasionally.",Neutral,Time Management Technique
S0320,Female,23,B.Tech IT,4.96,1,4,4.4,Rarely,No,61.65,High,1.8,No,3,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0321,Male,24,B.Tech AI,7.18,5,2,5.9,Never,No,78.68,Moderate,5,No,4,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0322,Other,20,B.Tech AI,5.82,5,1,7.6,Few times a week,No,91.08,Low,1.6,Yes,4,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0323,Female,20,B.Tech IT,8.57,1,4,5.6,Daily,Yes,51.43,Moderate,4.3,Yes,1,I feel overwhelmed and stressed about my studies. I handle academic pressure quite well.,Neutral,Time Management Technique
S0324,Other,20,B.Tech IT,7.25,1,1,7.1,Daily,Yes,81.54,Low,-0.1,Yes,4,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0325,Other,23,B.Tech CSE,6.78,5,3,5.7,Never,Yes,67.48,High,5.2,No,4,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0326,Female,23,B.Tech AI,8.23,3,5,7.3,Rarely,Yes,64.63,Moderate,1.1,Yes,1,"Sometimes I manage well, but I do feel pressure during exams. I have a balanced approach but get stressed occasionally.",Neutral,Time Management Technique
S0327,Male,22,MCA,5.94,5,3,6.2,Few times a week,No,69.63,High,1.7,Yes,3,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0328,Female,18,B.Tech IT,6.13,1,1,6.2,Daily,No,67.1,Low,4,No,3,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0329,Male,22,B.Tech IT,5.74,4,2,6.6,Few times a week,No,91.61,Low,3.4,No,4,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0330,Other,22,BCA,6.13,2,5,5.2,Never,Yes,63.74,Low,4.3,No,1,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0331,Male,23,MCA,7.06,4,3,7.5,Never,Yes,86.66,Low,1.1,Yes,3,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0332,Male,20,MCA,7.49,4,4,7.8,Daily,Yes,54.7,Low,2.6,No,5,I feel overwhelmed and stressed about my studies. Deadlines and exams make me anxious.,Negative,Relaxation Exercise + Talk to Mentor
S0333,Male,19,B.Tech IT,7.96,1,2,6.1,Never,No,97.57,Moderate,2.1,No,2,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0334,Other,18,B.Tech CSE,5.18,5,3,7,Rarely,Yes,81.12,Low,1.3,No,2,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0335,Other,23,BCA,6.83,3,4,7.3,Never,No,85.34,High,3.9,No,2,I feel confident in managing my academics and emotions. I have a balanced approach but get stressed occasionally.,Positive,Motivational Boost + Peer Collaboration
S0336,Male,20,MCA,5.89,4,1,6.4,Never,Yes,64.9,Moderate,4.4,No,4,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0337,Male,24,B.Tech IT,6.79,5,4,5.4,Never,No,70.6,High,2.5,No,2,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0338,Female,19,MCA,9.33,3,3,8.1,Few times a week,Yes,61.19,Low,5.3,Yes,2,"Sometimes I manage well, but I do feel pressure during exams. I have a balanced approach but get stressed occasionally.",Neutral,Time Management Technique
S0339,Male,19,BCA,7.29,4,3,6.1,Few times a week,No,96.63,High,1.8,No,5,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0340,Female,23,BCA,7.9,3,1,5.9,Daily,Yes,74.41,Moderate,5.2,Yes,3,"Sometimes I manage well, but I do feel pressure during exams. I have a balanced approach but get stressed occasionally.",Neutral,Time Management Technique
S0341,Male,21,B.Tech AI,8.96,5,4,8.1,Daily,Yes,81.52,Moderate,3.8,Yes,5,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0342,Female,18,B.Tech IT,8.13,2,4,7.1,Daily,No,86.71,Moderate,1.2,No,4,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0343,Other,19,BCA,6.55,5,1,6.8,Never,No,68.56,High,6,Yes,2,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0344,Male,23,B.Tech AI,5.72,1,4,5.5,Few times a week,Yes,86.01,Moderate,2.3,Yes,3,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0345,Male,23,B.Tech AI,6.97,3,1,7.3,Rarely,No,83.8,High,4.8,Yes,2,I feel confident in managing my academics and emotions. I have a balanced approach but get stressed occasionally.,Positive,Motivational Boost + Peer Collaboration
S0346,Male,20,MCA,6.43,2,2,9.4,Never,Yes,85.28,Low,3.2,No,2,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0347,Male,24,MCA,5.48,3,3,7.4,Never,No,74.46,Low,3.6,Yes,4,"Sometimes I manage well, but I do feel pressure during exams. I have a balanced approach but get stressed occasionally.",Neutral,Time Management Technique
S0348,Female,21,B.Tech AI,7.24,3,2,7,Never,Yes,69.15,High,4.4,Yes,2,"Sometimes I manage well, but I do feel pressure during exams. I have a balanced approach but get stressed occasionally.",Neutral,Time Management Technique
S0349,Male,18,MCA,7.27,4,5,7.2,Rarely,No,61.1,Moderate,4.3,Yes,1,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0350,Other,22,BCA,8.77,1,5,6.2,Daily,Yes,91.23,High,2.5,Yes,3,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0351,Other,24,B.Tech CSE,6.64,3,5,6.2,Rarely,Yes,80.42,High,3.8,No,3,I feel confident in managing my academics and emotions. I have a balanced approach but get stressed occasionally.,Positive,Motivational Boost + Peer Collaboration
S0352,Male,24,BCA,7.28,5,1,6.1,Daily,Yes,72.22,High,3.7,No,1,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0353,Other,20,B.Tech AI,6.33,5,4,5.9,Rarely,No,97.2,Low,3.3,Yes,4,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0354,Male,19,B.Tech AI,7.87,4,2,6.1,Few times a week,Yes,52.39,High,2.7,No,2,I feel overwhelmed and stressed about my studies. Deadlines and exams make me anxious.,Negative,Relaxation Exercise + Talk to Mentor
S0355,Male,19,BCA,6.88,1,2,6.1,Never,No,92.51,Low,3.3,No,2,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0356,Other,20,MCA,5.83,1,2,6.3,Never,No,99.88,High,6,Yes,3,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0357,Male,23,MCA,6.99,5,2,6.2,Never,No,94.35,Low,2.6,No,4,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0358,Other,19,B.Tech AI,7.39,2,5,6.7,Daily,Yes,90.52,High,4.8,No,4,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0359,Female,21,B.Tech IT,7.26,4,2,6.6,Rarely,No,68.72,High,2.1,Yes,4,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0360,Male,18,MCA,8.05,4,4,6.7,Few times a week,No,61.57,Moderate,1.7,Yes,2,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0361,Female,24,BCA,5.55,5,5,8,Rarely,No,86.74,Moderate,7.9,No,4,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0362,Other,24,MCA,6.16,5,2,6.6,Never,Yes,65.23,High,3.8,No,1,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0363,Female,21,BCA,7.64,2,1,8.7,Few times a week,No,58.8,High,3.9,No,5,I feel overwhelmed and stressed about my studies. I handle academic pressure quite well.,Neutral,Time Management Technique
S0364,Female,19,B.Tech AI,6.27,2,3,6.9,Few times a week,No,89.33,High,3.9,No,4,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0365,Other,24,MCA,7.24,1,3,6.1,Never,No,65.63,High,5.1,Yes,5,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0366,Female,22,BCA,4.58,4,3,7.8,Rarely,No,95.72,Moderate,3.6,Yes,2,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0367,Female,18,B.Tech AI,9.72,4,5,6.4,Never,Yes,92.03,Low,4.2,Yes,4,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0368,Other,18,B.Tech IT,6.73,5,2,4.1,Rarely,Yes,92.38,High,1.4,Yes,3,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0369,Female,24,BCA,8.19,1,5,6.5,Few times a week,No,88.58,Moderate,4.5,Yes,2,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0370,Other,20,B.Tech IT,6.66,4,4,6.3,Few times a week,No,94.04,High,2.6,No,1,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0371,Female,24,B.Tech IT,7.41,1,1,8.1,Never,No,90.29,High,4,No,1,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0372,Other,20,B.Tech CSE,8.49,1,1,5.6,Few times a week,No,80.13,Low,0.4,Yes,5,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0373,Other,24,MCA,8.17,5,3,6.2,Daily,Yes,64.79,High,3.9,Yes,5,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0374,Female,22,BCA,6.8,1,3,7.8,Few times a week,Yes,94.41,High,-0.4,Yes,3,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0375,Female,23,B.Tech IT,6.86,2,3,6.9,Daily,Yes,92.03,Low,2.6,No,3,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0376,Female,18,B.Tech CSE,8,2,2,6.3,Few times a week,Yes,73.64,Low,0.4,No,1,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0377,Male,24,B.Tech AI,9.33,3,4,5.7,Never,No,51.95,Low,3.9,No,4,I feel overwhelmed and stressed about my studies. I have a balanced approach but get stressed occasionally.,Neutral,Time Management Technique
S0378,Male,22,BCA,7.19,5,4,6.9,Never,No,81.93,Low,3.1,Yes,1,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0379,Male,20,B.Tech IT,8.96,3,4,6.5,Daily,Yes,52.53,Moderate,1.8,Yes,1,I feel overwhelmed and stressed about my studies. I have a balanced approach but get stressed occasionally.,Neutral,Time Management Technique
